,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Gmean,S,0,0,0,0.3548,0.3996,0.2731,0.4427,0.3824
B_Acc,V,0.5,0.5,0.5,0.5372,0.5182,0.5251,0.5365,0.5185
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.803,0.7981,0.7548,0.7195,0.7438,0.6983,0.814,0.6464
F1,S,0.2522,0.207,0.4781,0.5347,0.5208,0.4818,0.3236,0.4992
F.5,47,0.4008,0.3414,0.4914,0.4764,0.48,0.4297,0.5203,0.4147
F2,C,0.1865,0.1506,0.4946,0.6169,0.5707,0.5525,0.2374,0.6292
Gmean,S,0.3427,0.2893,0.6348,0.703,0.6886,0.6624,0.4377,0.68
B_Acc,V,0.5773,0.5631,0.6712,0.7113,0.6974,0.6698,0.5994,0.6879
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9953,0.9976,0.9988,0.9988,0.9988,0.9988,0.9976,0.9988
F1,S,0.9939,0.9969,0.9984,0.9984,0.9984,0.9985,0.9969,0.9985
F.5,48,0.9904,0.9951,0.9994,0.9994,0.9994,0.9976,0.9969,0.9976
F2,C,0.9975,0.9988,0.9975,0.9975,0.9975,0.9994,0.9969,0.9994
Gmean,S,0.9961,0.9981,0.9984,0.9984,0.9984,0.999,0.9975,0.999
B_Acc,V,0.9962,0.9981,0.9984,0.9984,0.9984,0.999,0.9975,0.999
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.968067,0.9846,0.9882,0.9894,0.987,0.9882,0.9858,0.9846
F1,S,0.938086,0.97,0.9771,0.9803,0.9746,0.9776,0.9732,0.9708
F.5,49,0.940119,0.9724,0.978,0.9751,0.9819,0.9732,0.9689,0.9676
F2,C,0.936511,0.9683,0.9768,0.9863,0.9677,0.9826,0.978,0.9744
Gmean,S,0.957107,0.9787,0.9842,0.9897,0.979,0.9874,0.9843,0.982
B_Acc,V,0.957514,0.979,0.9845,0.9898,0.9792,0.9875,0.9844,0.9822
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.7067,0.7244,0.7443,0.5877,0.7464,0.7151,0.7151,0.4854
F1,S,0.4526,0.506,0.5619,0.6075,0.5936,0.5933,0.584,0.5584
F.5,50,0.5419,0.5881,0.6322,0.5064,0.6372,0.5923,0.5932,0.4505
F2,C,0.3921,0.4471,0.5065,0.7603,0.5572,0.5963,0.578,0.7352
Gmean,S,0.5595,0.6032,0.6476,0.6089,0.6766,0.6806,0.6722,0.4725
B_Acc,V,0.6254,0.652,0.6812,0.6648,0.697,0.688,0.6826,0.5908
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9302,0.9333,0.9343,0.9385,0.9333,0.9322,0.9374,0.9396
F1,S,0.9021,0.9064,0.9067,0.9168,0.9034,0.9057,0.9162,0.9194
F.5,51,0.9081,0.9159,0.9214,0.9074,0.9273,0.909,0.9019,0.9033
F2,C,0.8967,0.8981,0.8931,0.9267,0.8812,0.9032,0.9315,0.9364
Gmean,S,0.9215,0.9236,0.9224,0.9373,0.9172,0.9249,0.9382,0.9413
B_Acc,V,0.9222,0.9246,0.9235,0.9374,0.919,0.9256,0.9385,0.9415
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9248,0.847,0.8767,0.8088,0.8684,0.8398,0.9025,0.8521
F1,S,0.8777,0.7563,0.7803,0.7272,0.7603,0.7654,0.843,0.8061
F.5,52,0.9205,0.7739,0.8667,0.7013,0.8633,0.7623,0.8946,0.7592
F2,C,0.8398,0.7449,0.7134,0.7583,0.6835,0.775,0.8019,0.8664
Gmean,S,0.8929,0.8117,0.8094,0.7988,0.7905,0.8208,0.864,0.8638
B_Acc,V,0.897,0.8202,0.8259,0.8022,0.8111,0.826,0.8713,0.8682
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9919,0.9909,0.9859,0.9949,0.9879,0.9869,0.9859,0.9919
F1,S,0.9511,0.9496,0.8705,0.9731,0.9216,0.9238,0.928,0.9588
F.5,53,0.9662,0.9473,0.8816,0.971,0.9649,0.9352,0.9037,0.9439
F2,C,0.9395,0.9528,0.861,0.9757,0.8866,0.9153,0.9563,0.976
Gmean,S,0.963,0.9741,0.8762,0.987,0.9274,0.95,0.9816,0.9904
B_Acc,V,0.9656,0.975,0.9272,0.9872,0.9333,0.9528,0.9822,0.9906
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.749,0.763,0.764,0.661,0.758,0.661,0.72,0.64
F1,S,0.4627,0.5041,0.5679,0.5939,0.5724,0.5871,0.5959,0.5925
F.5,54,0.557,0.5869,0.6086,0.5117,0.5971,0.5083,0.5593,0.4994
F2,C,0.3972,0.4447,0.5369,0.7114,0.5519,0.6963,0.6429,0.7302
Gmean,S,0.5742,0.6076,0.6688,0.6932,0.6765,0.6915,0.7034,0.6831
B_Acc,V,0.6388,0.6631,0.6943,0.7074,0.6957,0.6998,0.7095,0.7048
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.744,0.749,0.76,0.631,0.738,0.701,0.743,0.705
F1,S,0.2965,0.3632,0.3967,0.4981,0.4213,0.4814,0.5085,0.5082
F.5,55,0.388,0.4375,0.4815,0.4246,0.4669,0.4678,0.5297,0.476
F2,C,0.2417,0.3115,0.3405,0.603,0.3883,0.5048,0.4976,0.5472
Gmean,S,0.4365,0.4951,0.5268,0.6516,0.5605,0.625,0.6325,0.657
B_Acc,V,0.5721,0.5979,0.6141,0.654,0.6187,0.6456,0.6639,0.6641
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8878,0.8783,0.8888,0.8697,0.8793,0.8563,0.7612,0.7853
F1,S,0.3189,0.2946,0.39,0.5213,0.4682,0.5057,0.4456,0.463
F.5,56,0.4316,0.3509,0.447,0.4936,0.4978,0.468,0.3564,0.3766
F2,C,0.2581,0.2612,0.3503,0.5577,0.445,0.5546,0.5972,0.6037
Gmean,S,0.4419,0.4329,0.5197,0.7253,0.6337,0.7265,0.766,0.7699
B_Acc,V,0.6047,0.6055,0.6478,0.7484,0.6866,0.7441,0.7688,0.7752
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8683,0.8692,0.8939,0.8797,0.891,0.8796,0.8816,0.8778
F1,S,0.8002,0.8005,0.8373,0.8286,0.8245,0.8333,0.8326,0.8265
F.5,57,0.8095,0.8118,0.8489,0.811,0.8584,0.8032,0.8111,0.8069
F2,C,0.7929,0.7912,0.828,0.8481,0.7968,0.8675,0.8574,0.8486
Gmean,S,0.8453,0.845,0.8731,0.8745,0.8572,0.8817,0.8787,0.8735
B_Acc,V,0.8488,0.8487,0.8764,0.8754,0.864,0.8828,0.8801,0.8745
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8265,0.8368,0.8321,0.7055,0.8152,0.7815,0.5965,0.7346
F1,S,0.009524,0.312,0.3528,0.4422,0.4457,0.4676,0.397,0.464
F.5,58,0.01667,0.4055,0.4109,0.3758,0.4564,0.4294,0.3104,0.3976
F2,C,0.006667,0.2565,0.3121,0.5445,0.4446,0.5171,0.5557,0.5629
Gmean,S,0.0233,0.4404,0.488,0.6755,0.6187,0.6764,0.6493,0.7
B_Acc,V,0.5005,0.5958,0.6172,0.6867,0.6696,0.693,0.6652,0.7064
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9888,0.9842,0.9851,0.987,0.9693,0.9767,0.9222,0.9897
F1,S,0.9824,0.9749,0.9767,0.9797,0.9499,0.965,0.9333,0.9842
F.5,59,0.9877,0.9829,0.9787,0.9832,0.9793,0.9485,0.9162,0.9818
F2,C,0.9773,0.9674,0.975,0.9763,0.9225,0.9823,0.9608,0.9867
Gmean,S,0.9848,0.9782,0.982,0.9835,0.9512,0.9811,0.8909,0.9893
B_Acc,V,0.985,0.9786,0.9822,0.9836,0.9526,0.9812,0.9409,0.9894
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8987,0.8756,0.897,0.8227,0.871,0.8246,0.7326,0.7809
F1,S,0.3866,0,0.422,0.485,0.4365,0.4662,0.4171,0.4638
F.5,60,0.4813,0,0.5201,0.4156,0.4741,0.4125,0.3281,0.3765
F2,C,0.3332,0,0.3592,0.5845,0.4136,0.5422,0.5742,0.605
Gmean,S,0.4351,0,0.5325,0.7511,0.6112,0.7208,0.7462,0.7704
B_Acc,V,0.6069,0.5,0.6529,0.7614,0.671,0.7346,0.7492,0.7726
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9431,0.9306,0.936,0.8756,0.9315,0.9026,0.7953,0.8567
F1,S,0.3003,0,0.2786,0.3176,0.3011,0.32,0.3366,0.382
F.5,61,0.4058,0,0.382,0.2825,0.4028,0.3181,0.258,0.3123
F2,C,0.2506,0,0.2234,0.3731,0.2476,0.331,0.4887,0.4981
Gmean,S,0.3013,0,0.3867,0.6144,0.4555,0.5548,0.7513,0.7382
B_Acc,V,0.5708,0.5,0.5947,0.6705,0.6038,0.6447,0.7579,0.7544
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9256,0.9247,0.9273,0.9334,0.917,0.897,0.8996,0.9065
F1,S,0.8199,0.8185,0.8285,0.8515,0.7907,0.801,0.8109,0.8192
F.5,62,0.8545,0.8535,0.8497,0.8465,0.8499,0.7453,0.7436,0.7608
F2,C,0.7911,0.7882,0.8113,0.8582,0.7408,0.8684,0.8938,0.8896
Gmean,S,0.8644,0.8627,0.8771,0.9067,0.8323,0.9053,0.9203,0.9196
B_Acc,V,0.8716,0.8694,0.8825,0.9085,0.8436,0.9062,0.9216,0.9205
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.95,0.9462,0.9538,0.9417,0.9523,0.9333,0.8962,0.9197
F1,S,0.6688,0.6419,0.7098,0.6874,0.689,0.6541,0.5944,0.6364
F.5,63,0.771,0.7463,0.785,0.6938,0.7839,0.645,0.5258,0.5888
F2,C,0.5959,0.5694,0.6529,0.6859,0.6183,0.6669,0.6933,0.6949
Gmean,S,0.7379,0.7197,0.7787,0.8134,0.7527,0.8032,0.8429,0.8327
B_Acc,V,0.7739,0.7603,0.8051,0.8277,0.7855,0.8187,0.8481,0.8402
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,1,1,1,1,1,1,1,1
F1,S,1,1,1,1,1,1,1,1
F.5,64,1,1,1,1,1,1,1,1
F2,C,1,1,1,1,1,1,1,1
Gmean,S,1,1,1,1,1,1,1,1
B_Acc,V,1,1,1,1,1,1,1,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.915,0.917,0.917,0.9129,0.9157,0.8807,0.8546,0.8848
F1,S,0.5325,0.5877,0.588,0.6511,0.5833,0.6016,0.5928,0.6267
F.5,65,0.668,0.663,0.6685,0.6455,0.6637,0.5546,0.5089,0.573
F2,C,0.4471,0.5343,0.5313,0.6631,0.5257,0.6643,0.717,0.6995
Gmean,S,0.6263,0.6934,0.6919,0.7917,0.6881,0.8038,0.8472,0.8289
B_Acc,V,0.6954,0.7399,0.738,0.8103,0.7347,0.8115,0.8494,0.833
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9021,0.8976,0.8983,0.8625,0.8829,0.8369,0.7947,0.8414
F1,S,0.2454,0,0.2434,0.4905,0.3981,0.3958,0.4431,0.4344
F.5,66,0.3434,0,0.3309,0.4342,0.4184,0.3484,0.3522,0.3859
F2,C,0.1926,0,0.1966,0.5675,0.3856,0.4624,0.5991,0.5051
Gmean,S,0.3588,0,0.3787,0.7488,0.5925,0.6707,0.7898,0.7048
B_Acc,V,0.5772,0.5,0.5779,0.7628,0.6607,0.6987,0.7915,0.7234
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.7326,0.7459,0.8496,0.7048,0.8536,0.8287,0.842,0.8513
F1,S,0.5159,0.5945,0.7193,0.659,0.7868,0.7796,0.7927,0.8007
F.5,67,0.5455,0.5799,0.6873,0.5575,0.7465,0.6941,0.7087,0.7197
F2,C,0.4912,0.612,0.7561,0.8068,0.8354,0.8915,0.9007,0.9032
Gmean,S,0.632,0.7041,0.7802,0.7537,0.8574,0.8653,0.8776,0.8846
B_Acc,V,0.6595,0.7115,0.8309,0.7749,0.8596,0.8743,0.885,0.8905
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9722,0.967,0.9691,0.9696,0.9686,0.9681,0.9696,0.9727
F1,S,0.9606,0.9525,0.957,0.9588,0.956,0.9556,0.9578,0.9622
F.5,68,0.9535,0.9539,0.9403,0.9423,0.9419,0.9382,0.94,0.9444
F2,C,0.9681,0.9514,0.9745,0.9767,0.9706,0.9739,0.9766,0.981
Gmean,S,0.9724,0.963,0.9731,0.9739,0.9713,0.9723,0.9742,0.9775
B_Acc,V,0.9725,0.9633,0.9732,0.9743,0.9714,0.9724,0.9743,0.9777
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9985,0.9985,0.9885,0.9985,0.9985,0.9985,0.998,0.9985
F1,S,0.9923,0.9923,0.8923,0.9923,0.9923,0.9923,0.9899,0.9923
F.5,69,0.9969,0.9969,0.8969,0.9969,0.9969,0.9969,0.993,0.9969
F2,C,0.9879,0.9879,0.8879,0.9879,0.9879,0.9879,0.9869,0.9879
Gmean,S,0.9924,0.9924,0.8924,0.9924,0.9924,0.9924,0.9921,0.9924
B_Acc,V,0.9925,0.9925,0.9425,0.9925,0.9925,0.9925,0.9922,0.9925
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9995,1,0.99,1,1,0.9995,0.9995,1
F1,S,0.9974,1,0.9,1,1,0.9976,0.9976,1
F.5,70,0.999,1,0.9,1,1,0.9962,0.9962,1
F2,C,0.996,1,0.9,1,1,0.999,0.999,1
Gmean,S,0.9975,1,0.9,1,1,0.9997,0.9997,1
B_Acc,V,0.9975,1,0.95,1,1,0.9997,0.9997,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9985,0.9985,1,1,0.9995,0.9995,1,1
F1,S,0.9922,0.9927,1,1,0.9974,0.9974,1,1
F.5,71,0.9968,0.9916,1,1,0.999,0.999,1,1
F2,C,0.9878,0.994,1,1,0.996,0.996,1,1
Gmean,S,0.9923,0.9969,1,1,0.9975,0.9975,1,1
B_Acc,V,0.9925,0.9969,1,1,0.9975,0.9975,1,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9925,0.9975,0.999,0.999,0.999,0.999,0.9975,0.998
F1,S,0.9619,0.9874,0.9949,0.995,0.9949,0.9949,0.9877,0.99
F.5,72,0.9666,0.9891,0.9979,0.9951,0.9979,0.9979,0.9866,0.9901
F2,C,0.9576,0.9859,0.9919,0.995,0.9919,0.9919,0.989,0.99
Gmean,S,0.9753,0.9919,0.9949,0.9972,0.9949,0.9949,0.9941,0.9944
B_Acc,V,0.9758,0.9919,0.995,0.9972,0.995,0.995,0.9942,0.9944
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9915,0.9935,0.9985,0.9985,0.998,0.997,0.997,0.996
F1,S,0.9576,0.9674,0.9927,0.9927,0.99,0.9852,0.985,0.9801
F.5,73,0.9541,0.9664,0.9916,0.9916,0.9901,0.9825,0.9854,0.9809
F2,C,0.9618,0.9688,0.994,0.994,0.99,0.9881,0.9849,0.9798
Gmean,S,0.9794,0.9828,0.9969,0.9969,0.9944,0.9938,0.9915,0.9886
B_Acc,V,0.9797,0.9831,0.9969,0.9969,0.9944,0.9939,0.9917,0.9889
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9965,0.9975,0.9985,0.999,0.9985,0.999,0.9995,0.9985
F1,S,0.9825,0.9879,0.9926,0.995,0.9924,0.995,0.9974,0.9927
F.5,74,0.9817,0.9872,0.9912,0.9951,0.994,0.9951,0.999,0.9916
F2,C,0.9839,0.989,0.994,0.995,0.991,0.995,0.996,0.994
Gmean,S,0.9912,0.9941,0.9969,0.9972,0.9947,0.9972,0.9975,0.9969
B_Acc,V,0.9914,0.9942,0.9969,0.9972,0.9947,0.9972,0.9975,0.9969
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.917,0.908,0.931,0.9175,0.9235,0.9205,0.9185,0.905
F1,S,0.837,0.8239,0.8647,0.8453,0.8466,0.8495,0.8471,0.8318
F.5,75,0.8891,0.861,0.9161,0.8706,0.912,0.8815,0.8743,0.8326
F2,C,0.7916,0.7912,0.8198,0.8227,0.7904,0.821,0.8224,0.8325
Gmean,S,0.8633,0.8603,0.883,0.8804,0.8646,0.8804,0.8806,0.8813
B_Acc,V,0.8703,0.8663,0.8888,0.8843,0.8727,0.8848,0.8845,0.8833
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9707,0.959,0.98,0.9865,0.9665,0.971,0.979,0.9715
F1,S,0.8959,0.8392,0.9247,0.9498,0.8703,0.8895,0.9205,0.8928
F.5,76,0.8877,0.8467,0.9198,0.9462,0.874,0.8846,0.9152,0.8827
F2,C,0.9058,0.8339,0.9304,0.9542,0.8672,0.8954,0.9265,0.9038
Gmean,S,0.9237,0.9006,0.96,0.974,0.9209,0.9393,0.9578,0.9449
B_Acc,V,0.926,0.9049,0.9607,0.9742,0.9235,0.9408,0.9585,0.946
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9525,0.953,0.9471,0.9665,0.957,0.9605,0.978,0.9785
F1,S,0.8934,0.8959,0.8384,0.9288,0.9035,0.9245,0.9562,0.9563
F.5,77,0.9405,0.9337,0.8563,0.9418,0.9466,0.8943,0.9353,0.9458
F2,C,0.8512,0.8614,0.8214,0.9165,0.8644,0.9576,0.9783,0.9673
Gmean,S,0.9051,0.9112,0.8495,0.9458,0.9137,0.9675,0.9833,0.9772
B_Acc,V,0.9092,0.9145,0.9006,0.9468,0.9172,0.9677,0.9834,0.9773
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8559,0.8592,0.853,0.7501,0.8483,0.6918,0.625,0.6757
F1,S,0.2779,0.2979,0.2942,0.4629,0.4287,0.4175,0.4191,0.4288
F.5,78,0.4032,0.4236,0.412,0.3886,0.4782,0.3376,0.32,0.3375
F2,C,0.2129,0.2319,0.231,0.5772,0.3918,0.5505,0.608,0.5888
Gmean,S,0.412,0.4312,0.4368,0.7232,0.5849,0.6933,0.71,0.7163
B_Acc,V,0.5815,0.5909,0.5872,0.7279,0.6537,0.6979,0.7256,0.7207
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.7692,0.771,0.776,0.7506,0.776,0.4183,0.5334,0.323
F1,S,0.5611,0.5668,0.5819,0.5971,0.5819,0.5064,0.5384,0.4883
F.5,79,0.6508,0.6547,0.6645,0.6152,0.6645,0.412,0.443,0.3736
F2,C,0.4943,0.501,0.5185,0.5808,0.5185,0.6762,0.6866,0.7047
Gmean,S,0.6473,0.652,0.6645,0.6902,0.6645,0.1926,0.5695,0
B_Acc,V,0.6879,0.6911,0.6996,0.7036,0.6996,0.5441,0.6138,0.5
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9965,0.997,0.9835,0.9978,0.997,0.9974,0.9974,0.9974
F1,S,0.9878,0.9892,0.8922,0.9923,0.9891,0.9907,0.9911,0.9911
F.5,80,0.9898,0.9921,0.8968,0.9951,0.9956,0.9945,0.9859,0.9859
F2,C,0.9859,0.9865,0.8877,0.9896,0.9828,0.9871,0.9964,0.9964
Gmean,S,0.9916,0.9918,0.8923,0.9936,0.9892,0.9921,0.9985,0.9985
B_Acc,V,0.9917,0.9919,0.9424,0.9937,0.9894,0.9922,0.9985,0.9985
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9888,0.9863,0.9934,0.9967,0.9913,0.99,0.9909,0.99
F1,S,0.9673,0.9599,0.9808,0.9906,0.975,0.9718,0.974,0.9712
F.5,81,0.9836,0.9763,0.9922,0.9962,0.9855,0.9789,0.9823,0.984
F2,C,0.9518,0.9447,0.9699,0.9851,0.9648,0.965,0.9659,0.959
Gmean,S,0.9698,0.9653,0.9811,0.9906,0.978,0.9782,0.9788,0.9744
B_Acc,V,0.9705,0.9663,0.9814,0.9907,0.9784,0.9785,0.979,0.9749
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9963,0.9967,0.9983,0.9988,0.9979,0.9979,0.9971,0.9979
F1,S,0.9926,0.9935,0.9967,0.9976,0.9959,0.9959,0.9943,0.9959
F.5,83,0.9961,0.9955,0.9987,0.999,0.9984,0.9984,0.9977,0.9974
F2,C,0.9893,0.9916,0.9948,0.9961,0.9935,0.9935,0.9909,0.9945
Gmean,S,0.9932,0.9946,0.9968,0.9976,0.996,0.996,0.9943,0.9965
B_Acc,V,0.9933,0.9946,0.9968,0.9976,0.996,0.996,0.9943,0.9965
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9404,0.9361,0.9558,0.9542,0.9554,0.9452,0.8923,0.9372
F1,S,0.2454,0.4231,0.5568,0.6712,0.5783,0.5934,0.4675,0.5815
F.5,85,0.3592,0.4343,0.603,0.6443,0.644,0.5765,0.3924,0.5392
F2,C,0.1877,0.4156,0.5237,0.7072,0.5314,0.6143,0.5927,0.6357
Gmean,S,0.3697,0.5952,0.6637,0.8424,0.6976,0.7794,0.8113,0.8051
B_Acc,V,0.5777,0.6919,0.7462,0.8532,0.746,0.7988,0.8201,0.8179
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9307,0.9339,0.9356,0.9095,0.9272,0.8737,0.7612,0.8695
F1,S,0.1032,0.2118,0.289,0.4671,0.3845,0.4326,0.3226,0.4219
F.5,86,0.1813,0.3208,0.4079,0.4233,0.4342,0.3551,0.2367,0.3451
F2,C,0.07288,0.1584,0.2271,0.5239,0.3487,0.5555,0.5067,0.5448
Gmean,S,0.1988,0.3217,0.4147,0.7286,0.5603,0.7805,0.7867,0.7739
B_Acc,V,0.5283,0.5646,0.5949,0.7533,0.6508,0.7881,0.7882,0.7814
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.98,0.9765,0.9865,0.9807,0.9836,0.9794,0.9774,0.9868
F1,S,0.8707,0.8372,0.9162,0.8764,0.8954,0.8884,0.8788,0.9238
F.5,87,0.9071,0.8902,0.9292,0.8836,0.9277,0.8463,0.8323,0.9013
F2,C,0.8398,0.7953,0.9054,0.8731,0.8667,0.9366,0.9322,0.9478
Gmean,S,0.9027,0.8714,0.9449,0.9256,0.919,0.9762,0.9751,0.9765
B_Acc,V,0.908,0.8833,0.9469,0.9316,0.9225,0.9764,0.9752,0.9768
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9859,0.9889,0.2396,0.9911,0.2396,0.2396,0.9869,0.9914
F1,S,0.971,0.9769,0.3866,0.9813,0.3866,0.3866,0.9728,0.9818
F.5,88,0.9699,0.9781,0.2826,0.9864,0.2826,0.2826,0.9715,0.9877
F2,C,0.9722,0.9759,0.6118,0.9764,0.6118,0.6118,0.9742,0.976
Gmean,S,0.9815,0.9841,0,0.9849,0,0,0.9828,0.9847
B_Acc,V,0.9816,0.9842,0.5,0.985,0.5,0.5,0.9829,0.9848
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8181,0.8219,0.8049,0.787,0.8123,0.7405,0.7331,0.7577
F1,S,0.5639,0.5922,0.4906,0.6297,0.5659,0.598,0.61,0.6219
F.5,89,0.6355,0.6442,0.5533,0.5819,0.6192,0.5264,0.5246,0.5484
F2,C,0.5076,0.549,0.4419,0.6867,0.5226,0.6935,0.7293,0.7197
Gmean,S,0.6647,0.6932,0.5866,0.7667,0.6734,0.7515,0.7649,0.7715
B_Acc,V,0.7035,0.722,0.6742,0.7683,0.7069,0.7529,0.7688,0.7737
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8868,0.8921,0.8938,0.862,0.896,0.8379,0.733,0.8113
F1,S,0.2498,0.3719,0.4048,0.5224,0.4849,0.4947,0.4277,0.4729
F.5,90,0.358,0.4384,0.4837,0.4668,0.5299,0.4243,0.3284,0.3922
F2,C,0.1939,0.3236,0.3495,0.594,0.4478,0.594,0.6133,0.599
Gmean,S,0.3979,0.5059,0.5498,0.7618,0.6369,0.7668,0.786,0.7737
B_Acc,V,0.5747,0.6338,0.6447,0.7719,0.6918,0.7723,0.7899,0.7773
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8503,0.8503,0.8574,0.8542,0.8581,0.7692,0.8179,0.8483
F1,S,0.7949,0.7966,0.8141,0.8159,0.8046,0.7586,0.7945,0.8115
F.5,91,0.8335,0.832,0.8287,0.8141,0.8465,0.6873,0.7452,0.8024
F2,C,0.7603,0.7645,0.8005,0.8183,0.7674,0.8471,0.851,0.8214
Gmean,S,0.8253,0.827,0.8439,0.8474,0.8325,0.785,0.8285,0.8443
B_Acc,V,0.8308,0.8318,0.846,0.8483,0.8383,0.7954,0.8311,0.8449
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,1,1,1,1,1,1,1,1
F1,S,1,1,1,1,1,1,1,1
F.5,92,1,1,1,1,1,1,1,1
F2,C,1,1,1,1,1,1,1,1
Gmean,S,1,1,1,1,1,1,1,1
B_Acc,V,1,1,1,1,1,1,1,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8694,0.8974,0.8968,0.8864,0.895,0.8616,0.873,0.8596
F1,S,0.8152,0.8433,0.8437,0.8411,0.8306,0.8221,0.8304,0.8178
F.5,93,0.7956,0.8613,0.8567,0.8165,0.8783,0.7629,0.7864,0.7626
F2,C,0.837,0.8264,0.8316,0.8676,0.7882,0.8914,0.88,0.882
Gmean,S,0.8645,0.8751,0.877,0.8862,0.8565,0.8796,0.8829,0.8751
B_Acc,V,0.8654,0.8774,0.879,0.8864,0.8626,0.8818,0.8837,0.877
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9058,0.9,0.9126,0.889,0.9118,0.8812,0.8666,0.89
